id,title,categories,abstract,doi,created,updated,authors
2401.09016,fast parallel sampling under isoperimetry,cs.ds math.st stat.ml stat.th,"we show how to sample in parallel from a distribution $\pi$ over $\mathbb r^d$ that satisfies a log-sobolev inequality and has a smooth log-density, by parallelizing the langevin (resp. underdamped langevin) algorithms. we show that our algorithm outputs samples from a distribution $\hat\pi$ that is close to $\pi$ in kullback--leibler (kl) divergence (resp. total variation (tv) distance), while using only $\log(d)^{o(1)}$ parallel rounds and $\widetilde{o}(d)$ (resp. $\widetilde o(\sqrt d)$) gradient evaluations in total. this constitutes the first parallel sampling algorithms with tv distance guarantees.   for our main application, we show how to combine the tv distance guarantees of our algorithms with prior works and obtain rnc sampling-to-counting reductions for families of discrete distribution on the hypercube $\{\pm 1\}^n$ that are closed under exponential tilts and have bounded covariance. consequently, we obtain an rnc sampler for directed eulerian tours and asymmetric determinantal point processes, resolving open questions raised in prior works.",,2024-01-17,,"['nima anari', 'sinho chewi', 'thuy-duong vuong']"
2401.09028,a novel interpretable fusion analytic framework for investigating   functional brain connectivity differences in cognitive impairments,stat.ap,"functional magnetic resonance imaging (fmri) data is characterized by its complexity and high--dimensionality, encompassing signals from various regions of interests (rois) that exhibit intricate correlations. analyzing fmri data directly proves challenging due to its intricate structure. nevertheless, rois convey crucial information about brain activities through their connections, offering insights into distinctive brain activity characteristics between different groups. to address this, we propose a cutting-edge interpretable fusion analytic framework that facilitates the identification and understanding of roi connectivity disparities between two groups, thereby revealing their unique features. our novel approach encompasses three key steps. firstly, we construct roi functional connectivity networks (fcns) to effectively manage fmri data. secondly, employing the fcns, we utilize a self--attention deep learning model for binary classification, generating an attention distribution that encodes group differences. lastly, we employ a latent space item-response model to extract group representative roi features, visualizing these features on the group summary fcns. we validate the effectiveness of our framework by analyzing four types of cognitive impairments, showcasing its capability to identify significant rois contributing to the differences between the two disease groups. this novel interpretable fusion analytic framework holds immense potential for advancing our understanding of cognitive impairments and could pave the way for more targeted therapeutic interventions.",,2024-01-17,,"['yeseul jeon', 'jeong-jae kim', 'sumin yu', 'junggu choi', 'sanghoon han']"
2401.09073,fixed-budget differentially private best arm identification,cs.lg cs.ai cs.it math.it math.st stat.ml stat.th,"we study best arm identification (bai) in linear bandits in the fixed-budget regime under differential privacy constraints, when the arm rewards are supported on the unit interval. given a finite budget $t$ and a privacy parameter $\varepsilon>0$, the goal is to minimise the error probability in finding the arm with the largest mean after $t$ sampling rounds, subject to the constraint that the policy of the decision maker satisfies a certain {\em $\varepsilon$-differential privacy} ($\varepsilon$-dp) constraint. we construct a policy satisfying the $\varepsilon$-dp constraint (called {\sc dp-bai}) by proposing the principle of {\em maximum absolute determinants}, and derive an upper bound on its error probability. furthermore, we derive a minimax lower bound on the error probability, and demonstrate that the lower and the upper bounds decay exponentially in $t$, with exponents in the two bounds matching order-wise in (a) the sub-optimality gaps of the arms, (b) $\varepsilon$, and (c) the problem complexity that is expressible as the sum of two terms, one characterising the complexity of standard fixed-budget bai (without privacy constraints), and the other accounting for the $\varepsilon$-dp constraint. additionally, we present some auxiliary results that contribute to the derivation of the lower bound on the error probability. these results, we posit, may be of independent interest and could prove instrumental in proving lower bounds on error probabilities in several other bandit problems. whereas prior works provide results for bai in the fixed-budget regime without privacy constraints or in the fixed-confidence regime with privacy constraints, our work fills the gap in the literature by providing the results for bai in the fixed-budget regime under the $\varepsilon$-dp constraint.",,2024-01-17,,"['zhirui chen', 'p. n. karthik', 'yeow meng chee', 'vincent y. f. tan']"
2401.09125,understanding heterophily for graph neural networks,cs.lg stat.ml,"graphs with heterophily have been regarded as challenging scenarios for graph neural networks (gnns), where nodes are connected with dissimilar neighbors through various patterns. in this paper, we present theoretical understandings of the impacts of different heterophily patterns for gnns by incorporating the graph convolution (gc) operations into fully connected networks via the proposed heterophilous stochastic block models (hsbm), a general random graph model that can accommodate diverse heterophily patterns. firstly, we show that by applying a gc operation, the separability gains are determined by two factors, i.e., the euclidean distance of the neighborhood distributions and $\sqrt{\mathbb{e}\left[\operatorname{deg}\right]}$, where $\mathbb{e}\left[\operatorname{deg}\right]$ is the averaged node degree. it reveals that the impact of heterophily on classification needs to be evaluated alongside the averaged node degree. secondly, we show that the topological noise has a detrimental impact on separability, which is equivalent to degrading $\mathbb{e}\left[\operatorname{deg}\right]$. finally, when applying multiple gc operations, we show that the separability gains are determined by the normalized distance of the $l$-powered neighborhood distributions. it indicates that the nodes still possess separability as $l$ goes to infinity in a wide range of regimes. extensive experiments on both synthetic and real-world data verify the effectiveness of our theory.",,2024-01-17,,"['junfu wang', 'yuanfang guo', 'liang yang', 'yunhong wang']"
2401.09144,monitoring machine learning forecasts for platform data streams,stat.ap stat.ml,"data stream forecasts are essential inputs for decision making at digital platforms. machine learning algorithms are appealing candidates to produce such forecasts. yet, digital platforms require a large-scale forecast framework that can flexibly respond to sudden performance drops. re-training ml algorithms at the same speed as new data batches enter is usually computationally too costly. on the other hand, infrequent re-training requires specifying the re-training frequency and typically comes with a severe cost of forecast deterioration. to ensure accurate and stable forecasts, we propose a simple data-driven monitoring procedure to answer the question when the ml algorithm should be re-trained. instead of investigating instability of the data streams, we test if the incoming streaming forecast loss batch differs from a well-defined reference batch. using a novel dataset constituting 15-min frequency data streams from an on-demand logistics platform operating in london, we apply the monitoring procedure to popular ml algorithms including random forest, xgboost and lasso. we show that monitor-based re-training produces accurate forecasts compared to viable benchmarks while preserving computational feasibility. moreover, the choice of monitoring procedure is more important than the choice of ml algorithm, thereby permitting practitioners to combine the proposed monitoring procedure with one's favorite forecasting algorithm.",,2024-01-17,,"['jeroen rombouts', 'ines wilms']"
2401.09184,a two-scale complexity measure for deep learning models,stat.ml cs.lg,"we introduce a novel capacity measure 2sed for statistical models based on the effective dimension. the new quantity provably bounds the generalization error under mild assumptions on the model. furthermore, simulations on standard data sets and popular model architectures show that 2sed correlates well with the training error. for markovian models, we show how to efficiently approximate 2sed from below through a layerwise iterative approach, which allows us to tackle deep learning models with a large number of parameters. simulation results suggest that the approximation is good for different prominent models and data sets.",,2024-01-17,,"['massimiliano datres', 'gian paolo leonardi', 'alessio figalli', 'david sutter']"
2401.09191,an optimal transport approach for computing adversarial training lower   bounds in multiclass classification,cs.lg math.oc stat.ml,"despite the success of deep learning-based algorithms, it is widely known that neural networks may fail to be robust. a popular paradigm to enforce robustness is adversarial training (at), however, this introduces many computational and theoretical difficulties. recent works have developed a connection between at in the multiclass classification setting and multimarginal optimal transport (mot), unlocking a new set of tools to study this problem. in this paper, we leverage the mot connection to propose computationally tractable numerical algorithms for computing universal lower bounds on the optimal adversarial risk and identifying optimal classifiers. we propose two main algorithms based on linear programming (lp) and entropic regularization (sinkhorn). our key insight is that one can harmlessly truncate the higher order interactions between classes, preventing the combinatorial run times typically encountered in mot problems. we validate these results with experiments on mnist and cifar-$10$, which demonstrate the tractability of our approach.",,2024-01-17,,"['nicolas garcia trillos', 'matt jacobs', 'jakwang kim', 'matthew werenski']"
2401.09259,mitigating distribution shift in machine learning-augmented hybrid   simulation,math.na cs.na math.ds stat.ml,"we study the problem of distribution shift generally arising in machine-learning augmented hybrid simulation, where parts of simulation algorithms are replaced by data-driven surrogates. we first establish a mathematical framework to understand the structure of machine-learning augmented hybrid simulation problems, and the cause and effect of the associated distribution shift. we show correlations between distribution shift and simulation error both numerically and theoretically. then, we propose a simple methodology based on tangent-space regularized estimator to control the distribution shift, thereby improving the long-term accuracy of the simulation results. in the linear dynamics case, we provide a thorough theoretical analysis to quantify the effectiveness of the proposed method. moreover, we conduct several numerical experiments, including simulating a partially known reaction-diffusion equation and solving navier-stokes equations using the projection method with a data-driven pressure solver. in all cases, we observe marked improvements in simulation accuracy under the proposed method, especially for systems with high degrees of distribution shift, such as those with relatively strong non-linear reaction mechanisms, or flows at large reynolds numbers.",,2024-01-17,,"['jiaxi zhao', 'qianxiao li']"
2401.09339,central limit theorem for two-timescale stochastic approximation with   markovian noise: theory and applications,stat.ml cs.lg math.oc,"two-timescale stochastic approximation (ttsa) is among the most general frameworks for iterative stochastic algorithms. this includes well-known stochastic optimization methods such as sgd variants and those designed for bilevel or minimax problems, as well as reinforcement learning like the family of gradient-based temporal difference (gtd) algorithms. in this paper, we conduct an in-depth asymptotic analysis of ttsa under controlled markovian noise via central limit theorem (clt), uncovering the coupled dynamics of ttsa influenced by the underlying markov chain, which has not been addressed by previous clt results of ttsa only with martingale difference noise. building upon our clt, we expand its application horizon of efficient sampling strategies from vanilla sgd to a wider ttsa context in distributed learning, thus broadening the scope of hu et al. (2022). in addition, we leverage our clt result to deduce the statistical properties of gtd algorithms with nonlinear function approximation using markovian samples and show their identical asymptotic performance, a perspective not evident from current finite-time bounds.",,2024-01-17,2024-02-13,"['jie hu', 'vishwaraj doshi', 'do young eun']"
2401.09346,high confidence level inference is almost free using parallel stochastic   optimization,stat.ml cs.lg,"uncertainty quantification for estimation through stochastic optimization solutions in an online setting has gained popularity recently. this paper introduces a novel inference method focused on constructing confidence intervals with efficient computation and fast convergence to the nominal level. specifically, we propose to use a small number of independent multi-runs to acquire distribution information and construct a t-based confidence interval. our method requires minimal additional computation and memory beyond the standard updating of estimates, making the inference process almost cost-free. we provide a rigorous theoretical guarantee for the confidence interval, demonstrating that the coverage is approximately exact with an explicit convergence rate and allowing for high confidence level inference. in particular, a new gaussian approximation result is developed for the online estimators to characterize the coverage properties of our confidence intervals in terms of relative errors. additionally, our method also allows for leveraging parallel computing to further accelerate calculations using multiple cores. it is easy to implement and can be integrated with existing stochastic algorithms without the need for complicated modifications.",,2024-01-17,,"['wanrong zhu', 'zhipeng lou', 'ziyang wei', 'wei biao wu']"
2401.09376,unlocking unlabeled data: ensemble learning with the hui- walter   paradigm for performance estimation in online and static settings,cs.lg math.st stat.ml stat.th,"in the realm of machine learning and statistical modeling, practitioners often work under the assumption of accessible, static, labeled data for evaluation and training. however, this assumption often deviates from reality where data may be private, encrypted, difficult- to-measure, or unlabeled. in this paper, we bridge this gap by adapting the hui-walter paradigm, a method traditionally applied in epidemiology and medicine, to the field of machine learning. this approach enables us to estimate key performance metrics such as false positive rate, false negative rate, and priors in scenarios where no ground truth is available. we further extend this paradigm for handling online data, opening up new possibilities for dynamic data environments. our methodology involves partitioning data into latent classes to simulate multiple data populations (if natural populations are unavailable) and independently training models to replicate multiple tests. by cross-tabulating binary outcomes across ensemble categorizers and multiple populations, we are able to estimate unknown parameters through gibbs sampling, eliminating the need for ground-truth or labeled data. this paper showcases the potential of our methodology to transform machine learning practices by allowing for accurate model assessment under dynamic and uncertain data conditions.",,2024-01-17,,"['kevin slote', 'elaine lee']"
2401.09415,randomized kaczmarz with geometrically smoothed momentum,math.na cs.na math.pr stat.ml,"this paper studies the effect of adding geometrically smoothed momentum to the randomized kaczmarz algorithm, which is an instance of stochastic gradient descent on a linear least squares loss function. we prove a result about the expected error in the direction of singular vectors of the matrix defining the least squares loss. we present several numerical examples illustrating the utility of our result and pose several questions.",,2024-01-17,,"['seth j. alderman', 'roan w. luikart', 'nicholas f. marshall']"
2401.09435,reasoning with random sets: an agenda for the future,math.st cs.ai stat.ml stat.th,"in this paper, we discuss a potential agenda for future work in the theory of random sets and belief functions, touching upon a number of focal issues: the development of a fully-fledged theory of statistical reasoning with random sets, including the generalisation of logistic regression and of the classical laws of probability; the further development of the geometric approach to uncertainty, to include general random sets, a wider range of uncertainty measures and alternative geometric representations; the application of this new theory to high-impact areas such as climate change, machine learning and statistical learning theory.",,2023-12-19,,['fabio cuzzolin']
2401.09456,parametric constraints for bayesian knowledge tracing from first   principles,cs.cy cs.lg stat.ml,"bayesian knowledge tracing (bkt) is a probabilistic model of a learner's state of mastery corresponding to a knowledge component. it considers the learner's state of mastery as a ""hidden"" or latent binary variable and updates this state based on the observed correctness of the learner's response using parameters that represent transition probabilities between states. bkt is often represented as a hidden markov model and the expectation-maximization (em) algorithm is used to infer these parameters. however, this algorithm can suffer from several issues including producing multiple viable sets of parameters, settling into a local minima, producing degenerate parameter values, and a high computational cost during fitting. this paper takes a ""from first principles"" approach to deriving constraints that can be imposed on the bkt parameter space. starting from the basic mathematical truths of probability and building up to the behaviors expected of the bkt parameters in real systems, this paper presents a mathematical derivation that results in succinct constraints that can be imposed on the bkt parameter space. since these constraints are necessary conditions, they can be applied prior to fitting in order to reduce computational cost and the likelihood of issues that can emerge from the em procedure. in order to see that promise through, the paper further introduces a novel algorithm for estimating bkt parameters subject to the newly defined constraints. while the issue of degenerate parameter values has been reported previously, this paper is the first, to our best knowledge, to derive the constrains from first principles while also presenting an algorithm that respects those constraints.",,2023-12-22,,"['denis shchepakin', 'sreecharan sankaranarayanan', 'dawn zimmaro']"
2401.09492,uncertainty-aware calibration of a hot-wire anemometer with gaussian   process regression,cs.lg stat.ap stat.ml,"expensive ultrasonic anemometers are usually required to measure wind speed accurately. the aim of this work is to overcome the loss of accuracy of a low cost hot-wire anemometer caused by the changes of air temperature, by means of a probabilistic calibration using gaussian process regression. gaussian process regression is a non-parametric, bayesian, and supervised learning method designed to make predictions of an unknown target variable as a function of one or more known input variables. our approach is validated against real datasets, obtaining a good performance in inferring the actual wind speed values. by performing, before its real use in the field, a calibration of the hot-wire anemometer taking into account air temperature, permits that the wind speed can be estimated for the typical range of ambient temperatures, including a grounded uncertainty estimation for each speed measure.",10.1109/jsen.2019.2915093,2024-01-16,,"['rubén antonio garcía-ruiz', 'josé luis blanco-claraco', 'javier lópez-martínez', 'ángel jesús callejón-ferre']"
2401.09499,functional autoencoder for smoothing and representation learning,cs.lg stat.ml,"a common pipeline in functional data analysis is to first convert the discretely observed data to smooth functions, and then represent the functions by a finite-dimensional vector of coefficients summarizing the information. existing methods for data smoothing and dimensional reduction mainly focus on learning the linear mappings from the data space to the representation space, however, learning only the linear representations may not be sufficient. in this study, we propose to learn the nonlinear representations of functional data using neural network autoencoders designed to process data in the form it is usually collected without the need of preprocessing. we design the encoder to employ a projection layer computing the weighted inner product of the functional data and functional weights over the observed timestamp, and the decoder to apply a recovery layer that maps the finite-dimensional vector extracted from the functional data back to functional space using a set of predetermined basis functions. the developed architecture can accommodate both regularly and irregularly spaced data. our experiments demonstrate that the proposed method outperforms functional principal component analysis in terms of prediction and classification, and maintains superior smoothing ability and better computational efficiency in comparison to the conventional autoencoders under both linear and nonlinear settings.",,2024-01-17,,"['sidi wu', 'cédric beaulac', 'jiguo cao']"
2401.09602,evaluating tree-based imputation methods as an alternative to mice pmm   for drawing inference in empirical studies,stat.ap stat.ml,"dealing with missing data is an important problem in statistical analysis that is often addressed with imputation procedures. the performance and validity of such methods are of great importance for their application in empirical studies. while the prevailing method of multiple imputation by chained equations (mice) with predictive mean matching (pmm) is considered standard in the social science literature, the increase in complex datasets may require more advanced approaches based on machine learning. in particular, tree-based imputation methods have emerged as very competitive approaches. however, the performance and validity are not completely understood, particularly compared to the standard mice pmm. this is especially true for inference in linear models. in this study, we investigate the impact of various imputation methods on coefficient estimation, type i error, and power, to gain insights that can help empirical researchers deal with missingness more effectively. we explore mice pmm alongside different tree-based methods, such as mice with random forest (rf), chained random forests with and without pmm (missranger), and extreme gradient boosting (mixgboost), conducting a realistic simulation study using the german national educational panel study (neps) as the original data source. our results reveal that random forest-based imputations, especially mice rf and missranger with pmm, consistently perform better in most scenarios. standard mice pmm shows partially increased bias and overly conservative test decisions, particularly with non-true zero coefficients. our results thus underscore the potential advantages of tree-based imputation methods, albeit with a caveat that all methods perform worse with an increased missingness, particularly missranger.",,2024-01-17,,"['jakob schwerter', 'ketevan gurtskaia', 'andrés romero', 'birgit zeyer-gliozzo', 'markus pauly']"
2401.09629,multiple locally linear kernel machines,cs.lg stat.ml,"in this paper we propose a new non-linear classifier based on a combination of locally linear classifiers. a well known optimization formulation is given as we cast the problem in a $\ell_1$ multiple kernel learning (mkl) problem using many locally linear kernels. since the number of such kernels is huge, we provide a scalable generic mkl training algorithm handling streaming kernels. with respect to the inference time, the resulting classifier fits the gap between high accuracy but slow non-linear classifiers (such as classical mkl) and fast but low accuracy linear classifiers.",,2024-01-17,,['david picard']
2401.09660,data-driven assessment of the county-level breast cancer incidence in   the united states: impacts of modifiable and non-modifiable factors,stat.ap,"female breast cancer (fbc) incidence rate (ir) varies greatly by counties across the united states (us). factors responsible for such high spatial disparities are not well understood, making it challenging to design effective intervention strategies. we predicted fbc irs using prevailing machine learning techniques for 1,754 us counties with a female population over 10,000. outlier counties with the unexpectedly high or low fbc irs were identified by controlling the non-modifiable factors (demographics and socioeconomics). impacts of the modifiable factors (lifestyle, healthcare accessibility, and environment) were mapped. our study also shed light on hidden fbc risk factors at the regional scale. methods developed in our study may be used to discover the place-specific, population-level, modifiable factors for the intervention of other types of cancer or chronic diseases.",,2024-01-17,,"['tingting zhao', 'qing han', 'jinfeng zhang']"
2401.09681,harnessing density ratios for online reinforcement learning,cs.lg stat.ml,"the theories of offline and online reinforcement learning, despite having evolved in parallel, have begun to show signs of the possibility for a unification, with algorithms and analysis techniques for one setting often having natural counterparts in the other. however, the notion of density ratio modeling, an emerging paradigm in offline rl, has been largely absent from online rl, perhaps for good reason: the very existence and boundedness of density ratios relies on access to an exploratory dataset with good coverage, but the core challenge in online rl is to collect such a dataset without having one to start. in this work we show -- perhaps surprisingly -- that density ratio-based algorithms have online counterparts. assuming only the existence of an exploratory distribution with good coverage, a structural condition known as coverability (xie et al., 2023), we give a new algorithm (glow) that uses density ratio realizability and value function realizability to perform sample-efficient online exploration. glow addresses unbounded density ratios via careful use of truncation, and combines this with optimism to guide exploration. glow is computationally inefficient; we complement it with a more efficient counterpart, hyglow, for the hybrid rl setting (song et al., 2022) wherein online rl is augmented with additional offline data. hyglow is derived as a special case of a more general meta-algorithm that provides a provable black-box reduction from hybrid rl to offline rl, which may be of independent interest.",,2024-01-17,,"['philip amortila', 'dylan j. foster', 'nan jiang', 'ayush sekhari', 'tengyang xie']"
2401.09787,querying easily flip-flopped samples for deep active learning,cs.lg cs.ai stat.ml,"active learning is a machine learning paradigm that aims to improve the performance of a model by strategically selecting and querying unlabeled data. one effective selection strategy is to base it on the model's predictive uncertainty, which can be interpreted as a measure of how informative a sample is. the sample's distance to the decision boundary is a natural measure of predictive uncertainty, but it is often intractable to compute, especially for complex decision boundaries formed in multiclass classification tasks. to address this issue, this paper proposes the {\it least disagree metric} (ldm), defined as the smallest probability of disagreement of the predicted label, and an estimator for ldm proven to be asymptotically consistent under mild assumptions. the estimator is computationally efficient and can be easily implemented for deep learning models using parameter perturbation. the ldm-based active learning is performed by querying unlabeled data with the smallest ldm. experimental results show that our ldm-based active learning algorithm obtains state-of-the-art overall performance on all considered datasets and deep architectures.",,2024-01-18,,"['seong jin cho', 'gwangsu kim', 'junghyun lee', 'jinwoo shin', 'chang d. yoo']"
2401.09840,freed++: improving rl agents for fragment-based molecule generation by   thorough reproduction,q-bio.bm cs.lg stat.ml,"a rational design of new therapeutic drugs aims to find a molecular structure with desired biological functionality, e.g., an ability to activate or suppress a specific protein via binding to it. molecular docking is a common technique for evaluating protein-molecule interactions. recently, reinforcement learning (rl) has emerged as a promising approach to generating molecules with the docking score (ds) as a reward. in this work, we reproduce, scrutinize and improve the recent rl model for molecule generation called freed (arxiv:2110.01219). extensive evaluation of the proposed method reveals several limitations and challenges despite the outstanding results reported for three target proteins. our contributions include fixing numerous implementation bugs and simplifying the model while increasing its quality, significantly extending experiments, and conducting an accurate comparison with current state-of-the-art methods for protein-conditioned molecule generation. we show that the resulting fixed model is capable of producing molecules with superior docking scores compared to alternative approaches.",,2024-01-18,,"['alexander telepov', 'artem tsypin', 'kuzma khrabrov', 'sergey yakukhnov', 'pavel strashnov', 'petr zhilyaev', 'egor rumiantsev', 'daniel ezhov', 'manvel avetisian', 'olga popova', 'artur kadurin']"
2401.09979,false discovery rate control for gaussian graphical models via   neighborhood screening,stat.ml cs.lg,"gaussian graphical models emerge in a wide range of fields. they model the statistical relationships between variables as a graph, where an edge between two variables indicates conditional dependence. unfortunately, well-established estimators, such as the graphical lasso or neighborhood selection, are known to be susceptible to a high prevalence of false edge detections. false detections may encourage inaccurate or even incorrect scientific interpretations, with major implications in applications, such as biomedicine or healthcare. in this paper, we introduce a nodewise variable selection approach to graph learning and provably control the false discovery rate of the selected edge set at a self-estimated level. a novel fusion method of the individual neighborhoods outputs an undirected graph estimate. the proposed method is parameter-free and does not require tuning by the user. benchmarks against competing false discovery rate controlling methods in numerical experiments considering different graph topologies show a significant gain in performance.",,2024-01-18,,"['taulant koka', 'jasin machkour', 'michael muma']"
2401.10204,maximal-capacity discrete memoryless channel identification,cs.it math.it stat.ml,"the problem of identifying the channel with the highest capacity among several discrete memoryless channels (dmcs) is considered. the problem is cast as a pure-exploration multi-armed bandit problem, which follows the practical use of training sequences to sense the communication channel statistics. a capacity estimator is proposed and tight confidence bounds on the estimator error are derived. based on this capacity estimator, a gap-elimination algorithm termed bestchanid is proposed, which is oblivious to the capacity-achieving input distribution and is guaranteed to output the dmc with the largest capacity, with a desired confidence. furthermore, two additional algorithms naivechansel and medianchanel, that output with certain confidence a dmc with capacity close to the maximal, are introduced. each of those algorithms is beneficial in a different regime and can be used as a subroutine in bestchanid. the sample complexity of all algorithms is analyzed as a function of the desired confidence parameter, the number of channels, and the channels' input and output alphabet sizes. the cost of best channel identification is shown to scale quadratically with the alphabet size, and a fundamental lower bound for the required number of channel senses to identify the best channel with a certain confidence is derived.",,2024-01-18,,"['maximilian egger', 'rawad bitar', 'antonia wachter-zeh', 'deniz gündüz', 'nir weinberger']"
2401.10566,robust multi-modal density estimation,cs.lg stat.ml,"development of multi-modal, probabilistic prediction models has lead to a need for comprehensive evaluation metrics. while several metrics can characterize the accuracy of machine-learned models (e.g., negative log-likelihood, jensen-shannon divergence), these metrics typically operate on probability densities. applying them to purely sample-based prediction models thus requires that the underlying density function is estimated. however, common methods such as kernel density estimation (kde) have been demonstrated to lack robustness, while more complex methods have not been evaluated in multi-modal estimation problems. in this paper, we present rome (robust multi-modal density estimator), a non-parametric approach for density estimation which addresses the challenge of estimating multi-modal, non-normal, and highly correlated distributions. rome utilizes clustering to segment a multi-modal set of samples into multiple uni-modal ones and then combines simple kde estimates obtained for individual clusters in a single multi-modal estimate. we compared our approach to state-of-the-art methods for density estimation as well as ablations of rome, showing that it not only outperforms established methods but is also more robust to a variety of distributions. our results demonstrate that rome can overcome the issues of over-fitting and over-smoothing exhibited by other estimators, promising a more robust evaluation of probabilistic machine learning models.",,2024-01-19,,"['anna mészáros', 'julian f. schumann', 'javier alonso-mora', 'arkady zgonnikov', 'jens kober']"
2401.10791,early alignment in two-layer networks training is a two-edged sword,cs.lg stat.ml,"training neural networks with first order optimisation methods is at the core of the empirical success of deep learning. the scale of initialisation is a crucial factor, as small initialisations are generally associated to a feature learning regime, for which gradient descent is implicitly biased towards simple solutions. this work provides a general and quantitative description of the early alignment phase, originally introduced by maennel et al. (2018) . for small initialisation and one hidden relu layer networks, the early stage of the training dynamics leads to an alignment of the neurons towards key directions. this alignment induces a sparse representation of the network, which is directly related to the implicit bias of gradient flow at convergence. this sparsity inducing alignment however comes at the expense of difficulties in minimising the training objective: we also provide a simple data example for which overparameterised networks fail to converge towards global minima and only converge to a spurious stationary point instead.",,2024-01-19,,"['etienne boursier', 'nicolas flammarion']"
2401.10796,reliability analysis for data-driven noisy models using active learning,stat.co stat.ap stat.me,"reliability analysis aims at estimating the failure probability of an engineering system. it often requires multiple runs of a limit-state function, which usually relies on computationally intensive simulations. traditionally, these simulations have been considered deterministic, i.e., running them multiple times for a given set of input parameters always produces the same output. however, this assumption does not always hold, as many studies in the literature report non-deterministic computational simulations (also known as noisy models). in such cases, running the simulations multiple times with the same input will result in different outputs. similarly, data-driven models that rely on real-world data may also be affected by noise. this characteristic poses a challenge when performing reliability analysis, as many classical methods, such as form and sorm, are tailored to deterministic models. to bridge this gap, this paper provides a novel methodology to perform reliability analysis on models contaminated by noise. in such cases, noise introduces latent uncertainty into the reliability estimator, leading to an incorrect estimation of the real underlying reliability index, even when using monte carlo simulation. to overcome this challenge, we propose the use of denoising regression-based surrogate models within an active learning reliability analysis framework. specifically, we combine gaussian process regression with a noise-aware learning function to efficiently estimate the probability of failure of the underlying noise-free model. we showcase the effectiveness of this methodology on standard benchmark functions and a finite element model of a realistic structural frame.",,2024-01-19,,"['anderson v. pires', 'maliki moustapha', 'stefano marelli', 'bruno sudret']"
2401.10811,simulation based bayesian optimization,stat.ml cs.lg,"bayesian optimization (bo) is a powerful method for optimizing black-box functions by combining prior knowledge with ongoing function evaluations. bo constructs a probabilistic surrogate model of the objective function given the covariates, which is in turn used to inform the selection of future evaluation points through an acquisition function. for smooth continuous search spaces, gaussian processes (gps) are commonly used as the surrogate model as they offer analytical access to posterior predictive distributions, thus facilitating the computation and optimization of acquisition functions. however, in complex scenarios involving optimizations over categorical or mixed covariate spaces, gps may not be ideal.   this paper introduces simulation based bayesian optimization (sbbo) as a novel approach to optimizing acquisition functions that only requires \emph{sampling-based} access to posterior predictive distributions. sbbo allows the use of surrogate probabilistic models tailored for combinatorial spaces with discrete variables. any bayesian model in which posterior inference is carried out through markov chain monte carlo can be selected as the surrogate model in sbbo. in applications involving combinatorial optimization, we demonstrate empirically the effectiveness of sbbo method using various choices of surrogate models.",,2024-01-19,,"['roi naveiro', 'becky tang']"
2401.10867,learning optimal dynamic treatment regimes from longitudinal data,stat.me,"studies often report estimates of the average treatment effect. while the ate summarizes the effect of a treatment on average, it does not provide any information about the effect of treatment within any individual. a treatment strategy that uses an individual's information to tailor treatment to maximize benefit is known as an optimal dynamic treatment rule. treatment, however, is typically not limited to a single point in time; consequently, learning an optimal rule for a time-varying treatment may involve not just learning the extent to which the comparative treatments' benefits vary across the characteristics of individuals, but also learning the extent to which the comparative treatments' benefits vary as relevant circumstances evolve within an individual. the goal of this paper is to provide a tutorial for estimating odtr from longitudinal observational and clinical trial data for applied researchers. we describe an approach that uses a doubly-robust unbiased transformation of the conditional average treatment effect. we then learn a time-varying odtr for when to increase buprenorphine-naloxone dose to minimize return-to-regular-opioid-use among patients with opioid use disorder. our analysis highlights the utility of odtrs in the context of sequential decision making: the learned odtr outperforms a clinically defined strategy.",,2024-01-19,,"['nicholas t. williams', 'katherine l. hoffman iván díaz', 'kara e. rudolph']"
2401.10923,online estimation of the inverse of the hessian for stochastic   optimization with application to universal stochastic newton algorithms,math.oc stat.ml,"this paper addresses second-order stochastic optimization for estimating the minimizer of a convex function written as an expectation. a direct recursive estimation technique for the inverse hessian matrix using a robbins-monro procedure is introduced. this approach enables to drastically reduces computational complexity. above all, it allows to develop universal stochastic newton methods and investigate the asymptotic efficiency of the proposed approach. this work so expands the application scope of secondorder algorithms in stochastic optimization.",,2024-01-15,,"['antoine godichon-baggioni', 'wei lu', 'bruno portier']"
